Hamburg;29711
Sachsen-Anhalt;18985
Nordrhein-Westfalen;322051
Niedersachsen;86345
Saarland;16098
Sachsen;86806
Baden-Württemberg;190418
Brandenburg;27459
Berlin;79807
Hessen;109734
Rheinland-Pfalz;57462
Bayern;261306
Mecklenburg-Vorpommern;8315
Bremen;11736
Thüringen;26936
Schleswig-Holstein;18341
