Sachsen,456
Baden-Württemberg,1125
Hessen,608
Schleswig-Holstein,109
Niedersachsen,490
Hamburg,188
Saarland,101
Mecklenburg-Vorpommern,41
Rheinland-Pfalz,287
Berlin,295
Bayern,1570
Bremen,57
Sachsen-Anhalt,98
Thüringen,167
Brandenburg,162
Nordrhein-Westfalen,1676
