Nordrhein-Westfalen;322051
Brandenburg;27459
Sachsen;86806
Bayern;261306
Niedersachsen;86345
Saarland;16098
Mecklenburg-Vorpommern;8315
Bremen;11736
Rheinland-Pfalz;57462
Sachsen-Anhalt;18985
Baden-Württemberg;190418
Hamburg;29711
Schleswig-Holstein;18341
Thüringen;26936
Berlin;79807
Hessen;109734
