Bayern;5414492
Saarland;364073
Hamburg;668628
Berlin;1151308
Mecklenburg-Vorpommern;536840
Nordrhein-Westfalen;6053497
Schleswig-Holstein;901886
Hessen;2182844
Sachsen-Anhalt;769182
Rheinland-Pfalz;1323659
Niedersachsen;2820776
Brandenburg;854924
Sachsen;1607480
Bremen;230358
Thüringen;744076
Baden-Württemberg;4068966
